epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_Li_f_rmse,training_Br_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_Li_f_rmse,validation_Br_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
       636, 9719.928,  0.00125,       0.00018201,       1.5864e-06,         0.018203,       0.0156,      0.00988,      0.00753,      0.00803,       0.0103,        0.001,       0.00021698,       3.7359e-08,         0.021698,       0.0162,      0.00994,       0.0108,       0.0107,       0.0119,     0.000183
       637, 9735.199,  0.00125,       0.00018406,       8.5264e-07,         0.018407,       0.0157,      0.00996,      0.00751,      0.00802,       0.0103,     0.000732,       0.00021705,       2.5869e-08,         0.021705,       0.0162,      0.00994,       0.0108,       0.0107,       0.0119,     0.000133
       638, 9750.436,  0.00125,       0.00018597,       9.9219e-07,         0.018598,       0.0158,       0.0101,      0.00742,      0.00803,       0.0103,     0.000793,       0.00021694,       3.5074e-08,         0.021694,       0.0162,      0.00994,       0.0108,       0.0107,       0.0119,     0.000174
       639, 9765.683,  0.00125,       0.00018859,       2.1232e-06,         0.018861,       0.0159,       0.0101,      0.00758,      0.00807,       0.0104,      0.00115,       0.00021659,       2.8775e-08,         0.021659,       0.0161,      0.00993,       0.0108,       0.0107,       0.0119,     0.000157
       640, 9780.931,  0.00125,       0.00018302,       1.5835e-06,         0.018303,       0.0157,      0.00992,      0.00743,      0.00797,       0.0103,        0.001,       0.00021642,        3.223e-08,         0.021642,       0.0161,      0.00993,       0.0108,       0.0107,       0.0119,     0.000138
       641, 9796.194,  0.00125,       0.00018267,       7.9675e-07,         0.018268,       0.0157,       0.0099,      0.00743,      0.00799,       0.0103,      0.00071,        0.0002161,       4.2716e-08,          0.02161,       0.0161,      0.00993,       0.0108,       0.0107,       0.0119,     0.000143
       642, 9811.453,  0.00125,       0.00018499,       1.6577e-06,           0.0185,       0.0158,      0.00997,      0.00747,      0.00802,       0.0103,      0.00103,       0.00021661,       3.2057e-08,         0.021662,       0.0161,      0.00993,       0.0108,       0.0107,       0.0119,      0.00015
       643, 9826.723,  0.00125,        0.0001845,       2.0545e-06,         0.018452,       0.0157,      0.00998,      0.00741,       0.0081,       0.0103,      0.00114,       0.00021608,       4.3069e-08,         0.021608,       0.0161,      0.00992,       0.0108,       0.0107,       0.0119,     0.000175
       644, 9842.001,  0.00125,       0.00018287,       1.5568e-06,         0.018288,       0.0156,      0.00994,      0.00743,      0.00803,       0.0103,     0.000995,         0.000216,       2.5342e-08,         0.021601,       0.0161,      0.00992,       0.0108,       0.0107,       0.0119,     0.000137
       645, 9857.282,  0.00125,       0.00018428,       2.5476e-06,         0.018431,       0.0157,      0.00998,      0.00747,        0.008,       0.0103,      0.00127,       0.00021596,       4.7584e-08,         0.021596,       0.0161,      0.00992,       0.0108,       0.0107,       0.0119,      0.00015
       646, 9872.563,  0.00125,       0.00018426,       1.8071e-06,         0.018428,       0.0157,      0.00993,      0.00752,      0.00802,       0.0103,      0.00107,       0.00021606,       4.4726e-08,         0.021606,       0.0161,      0.00992,       0.0108,       0.0107,       0.0119,     0.000146
       647, 9887.815,  0.00125,       0.00018334,       1.5209e-06,         0.018336,       0.0157,      0.00992,      0.00746,      0.00804,       0.0103,     0.000982,       0.00021595,        3.551e-08,         0.021595,       0.0161,      0.00991,       0.0108,       0.0107,       0.0119,     0.000173
       648, 9903.059,  0.00125,       0.00018403,       1.4417e-06,         0.018404,       0.0157,      0.00992,      0.00754,      0.00802,       0.0103,     0.000953,       0.00021565,       3.0729e-08,         0.021565,       0.0161,      0.00991,       0.0108,       0.0106,       0.0119,     0.000162
       649, 9918.319,  0.00125,       0.00018172,       2.0449e-06,         0.018174,       0.0156,      0.00987,      0.00748,      0.00799,       0.0102,      0.00114,       0.00021599,       3.0418e-08,         0.021599,       0.0161,      0.00991,       0.0108,       0.0107,       0.0119,      0.00014
       650, 9933.586,  0.00125,       0.00018342,        1.519e-06,         0.018343,       0.0157,      0.00993,      0.00744,      0.00801,       0.0103,      0.00096,       0.00021594,        3.618e-08,         0.021594,       0.0161,      0.00991,       0.0108,       0.0106,       0.0119,     0.000143
       651, 9948.848,  0.00125,       0.00018362,       1.6769e-06,         0.018364,       0.0157,      0.00994,      0.00753,      0.00804,       0.0103,      0.00103,       0.00021586,       2.8389e-08,         0.021586,       0.0161,       0.0099,       0.0108,       0.0106,       0.0119,     0.000135
       652, 9964.105,  0.00125,       0.00018037,       4.3739e-06,         0.018042,       0.0155,      0.00983,      0.00742,      0.00798,       0.0102,      0.00167,       0.00021592,       2.7629e-08,         0.021592,       0.0161,       0.0099,       0.0108,       0.0106,       0.0119,     0.000155
       653, 9979.344,  0.00125,       0.00018235,       1.7828e-06,         0.018237,       0.0157,      0.00992,      0.00743,      0.00797,       0.0102,      0.00106,       0.00021563,        2.506e-08,         0.021563,       0.0161,       0.0099,       0.0108,       0.0106,       0.0119,     0.000138
       654, 9994.606,  0.00125,       0.00018214,       1.7162e-06,         0.018216,       0.0156,      0.00987,      0.00753,        0.008,       0.0103,      0.00105,       0.00021538,        3.014e-08,         0.021538,       0.0161,       0.0099,       0.0108,       0.0106,       0.0119,     0.000143
       655, 10009.855,  0.00125,       0.00018564,       1.9871e-06,         0.018566,       0.0158,       0.0101,      0.00751,      0.00789,       0.0103,      0.00111,        0.0002152,       2.8117e-08,          0.02152,       0.0161,       0.0099,       0.0108,       0.0106,       0.0119,     0.000153
       656, 10025.100,  0.00125,       0.00018191,       1.1926e-06,         0.018192,       0.0156,      0.00989,      0.00743,      0.00801,       0.0102,      0.00087,        0.0002155,       3.1715e-08,          0.02155,       0.0161,      0.00989,       0.0108,       0.0106,       0.0118,     0.000134
       657, 10040.513,  0.00125,       0.00018642,       1.0598e-06,         0.018643,       0.0157,         0.01,      0.00748,      0.00824,       0.0104,     0.000821,       0.00021528,       3.3078e-08,         0.021528,       0.0161,      0.00989,       0.0108,       0.0106,       0.0118,     0.000137
       658, 10055.789,  0.00125,       0.00018086,       1.1492e-06,         0.018087,       0.0156,      0.00985,      0.00743,      0.00789,       0.0102,     0.000854,       0.00021533,       3.2375e-08,         0.021533,       0.0161,      0.00989,       0.0108,       0.0106,       0.0119,     0.000161
       659, 10071.263,  0.00125,       0.00018117,       1.3307e-06,         0.018118,       0.0156,      0.00988,      0.00739,      0.00794,       0.0102,     0.000919,       0.00021519,       4.5447e-08,         0.021519,       0.0161,      0.00988,       0.0108,       0.0106,       0.0118,     0.000146
       660, 10086.567,  0.00125,       0.00018396,       1.5754e-06,         0.018398,       0.0157,      0.00994,      0.00757,      0.00805,       0.0103,        0.001,       0.00021527,       3.6879e-08,         0.021527,       0.0161,      0.00988,       0.0108,       0.0106,       0.0118,      0.00018
       661, 10101.809,  0.00125,       0.00018592,       1.7566e-06,         0.018594,       0.0158,         0.01,      0.00748,      0.00816,       0.0104,      0.00106,       0.00021498,       3.3772e-08,         0.021498,       0.0161,      0.00988,       0.0108,       0.0106,       0.0118,     0.000141
       662, 10117.073,  0.00125,       0.00018296,       1.4127e-06,         0.018298,       0.0157,      0.00995,       0.0074,      0.00798,       0.0103,     0.000945,       0.00021512,       2.9671e-08,         0.021512,       0.0161,      0.00988,       0.0108,       0.0106,       0.0118,     0.000134
       663, 10132.329,  0.00125,       0.00018332,       8.7519e-07,         0.018332,       0.0157,      0.00992,      0.00747,      0.00805,       0.0103,     0.000746,       0.00021466,       2.6005e-08,         0.021466,       0.0161,      0.00988,       0.0108,       0.0106,       0.0118,     0.000141
       664, 10147.580,  0.00125,       0.00018189,        1.793e-06,         0.018191,       0.0156,       0.0099,      0.00745,        0.008,       0.0102,      0.00107,       0.00021466,       2.9163e-08,         0.021466,       0.0161,      0.00987,       0.0107,       0.0106,       0.0118,     0.000139
       665, 10162.831,  0.00125,       0.00018286,       1.5833e-06,         0.018287,       0.0157,      0.00994,      0.00737,      0.00793,       0.0102,        0.001,       0.00021484,       3.5196e-08,         0.021484,       0.0161,      0.00987,       0.0108,       0.0106,       0.0118,     0.000172
       666, 10178.097,  0.00125,       0.00018341,        2.219e-06,         0.018344,       0.0156,       0.0099,      0.00754,      0.00808,       0.0103,      0.00116,       0.00021451,       3.0705e-08,         0.021451,       0.0161,      0.00987,       0.0107,       0.0106,       0.0118,     0.000159
       667, 10193.371,  0.00125,        0.0001799,       1.2309e-06,         0.017991,       0.0156,      0.00984,      0.00739,      0.00791,       0.0102,     0.000885,       0.00021451,       2.6743e-08,         0.021451,       0.0161,      0.00986,       0.0107,       0.0106,       0.0118,     0.000148
       668, 10208.628,  0.00125,        0.0001827,       1.9542e-06,         0.018272,       0.0157,      0.00994,      0.00736,      0.00791,       0.0102,      0.00111,       0.00021442,       3.2549e-08,         0.021442,       0.0161,      0.00986,       0.0107,       0.0106,       0.0118,     0.000178
       669, 10223.867,  0.00125,        0.0001846,       2.3351e-06,         0.018462,       0.0157,      0.00997,      0.00744,      0.00812,       0.0103,      0.00122,       0.00021471,         7.29e-08,         0.021471,       0.0161,      0.00986,       0.0107,       0.0106,       0.0118,     0.000249
       670, 10239.105,  0.00125,       0.00018587,       2.0815e-06,         0.018589,       0.0157,      0.00997,      0.00753,      0.00822,       0.0104,      0.00114,       0.00021421,       2.8104e-08,         0.021421,       0.0161,      0.00986,       0.0107,       0.0106,       0.0118,     0.000145
       671, 10254.362,  0.00125,       0.00018096,       1.5918e-06,         0.018097,       0.0156,      0.00984,      0.00744,      0.00802,       0.0102,      0.00101,        0.0002141,       2.7651e-08,          0.02141,       0.0161,      0.00986,       0.0107,       0.0106,       0.0118,     0.000147
       672, 10269.619,  0.00125,       0.00018233,       1.4248e-06,         0.018234,       0.0156,      0.00989,      0.00743,      0.00808,       0.0103,     0.000952,       0.00021429,       6.6192e-08,          0.02143,       0.0161,      0.00986,       0.0107,       0.0106,       0.0118,      0.00018
       673, 10284.895,  0.00125,       0.00017977,       1.0946e-06,         0.017979,       0.0155,       0.0098,      0.00741,      0.00797,       0.0102,     0.000823,        0.0002143,       3.3855e-08,          0.02143,       0.0161,      0.00986,       0.0107,       0.0106,       0.0118,     0.000139
       674, 10300.128,  0.00125,       0.00018017,       9.2246e-07,         0.018018,       0.0156,      0.00987,      0.00739,      0.00787,       0.0102,     0.000765,       0.00021408,       4.5326e-08,         0.021408,       0.0161,      0.00986,       0.0107,       0.0106,       0.0118,     0.000148
       675, 10315.415,  0.00125,       0.00017941,        9.419e-07,         0.017942,       0.0155,      0.00979,      0.00745,      0.00786,       0.0102,      0.00077,       0.00021388,       2.5641e-08,         0.021388,       0.0161,      0.00985,       0.0107,       0.0106,       0.0118,     0.000143
       676, 10330.698,  0.00125,       0.00017977,       1.7982e-06,         0.017978,       0.0155,      0.00981,      0.00741,      0.00798,       0.0102,      0.00107,       0.00021357,       4.0777e-08,         0.021357,       0.0161,      0.00985,       0.0107,       0.0106,       0.0118,     0.000135
       677, 10345.996,  0.00125,       0.00018212,       1.0149e-06,         0.018213,       0.0156,      0.00987,      0.00743,      0.00804,       0.0102,     0.000804,       0.00021347,       3.3207e-08,         0.021347,       0.0161,      0.00984,       0.0107,       0.0106,       0.0118,     0.000134
       678, 10361.248,  0.00125,       0.00018389,       1.6775e-06,         0.018391,       0.0157,         0.01,      0.00739,      0.00796,       0.0103,      0.00103,       0.00021351,       3.5208e-08,         0.021351,        0.016,      0.00984,       0.0107,       0.0106,       0.0118,     0.000183
       679, 10376.525,  0.00125,        0.0001786,       2.3594e-06,         0.017862,       0.0155,      0.00985,      0.00732,      0.00782,       0.0101,      0.00122,       0.00021351,       4.3181e-08,         0.021351,        0.016,      0.00984,       0.0107,       0.0106,       0.0118,     0.000149
       680, 10391.774,  0.00125,       0.00018055,       1.6608e-06,         0.018057,       0.0156,      0.00987,      0.00733,      0.00796,       0.0102,      0.00103,       0.00021345,       3.3784e-08,         0.021346,        0.016,      0.00984,       0.0107,       0.0106,       0.0118,     0.000141
       681, 10407.030,  0.00125,       0.00018131,       1.1886e-06,         0.018133,       0.0156,      0.00986,      0.00744,      0.00793,       0.0102,     0.000869,       0.00021343,       2.5245e-08,         0.021343,        0.016,      0.00984,       0.0107,       0.0106,       0.0118,     0.000135
       682, 10422.300,  0.00125,       0.00018098,       1.6973e-06,           0.0181,       0.0156,      0.00986,      0.00738,      0.00795,       0.0102,      0.00104,       0.00021313,       3.1919e-08,         0.021313,        0.016,      0.00983,       0.0107,       0.0106,       0.0118,     0.000146
       683, 10437.559,  0.00125,       0.00017996,       2.0826e-06,         0.017998,       0.0156,      0.00982,      0.00734,      0.00792,       0.0102,      0.00115,       0.00021316,       3.0718e-08,         0.021316,        0.016,      0.00983,       0.0107,       0.0106,       0.0118,     0.000147
       684, 10452.831,  0.00125,       0.00018285,       3.3526e-06,         0.018288,       0.0156,      0.00992,      0.00742,      0.00811,       0.0103,      0.00145,       0.00021295,        3.109e-08,         0.021295,        0.016,      0.00983,       0.0107,       0.0106,       0.0118,     0.000142
       685, 10468.105,  0.00125,       0.00017932,       1.2853e-06,         0.017934,       0.0155,      0.00979,      0.00739,      0.00793,       0.0102,     0.000903,       0.00021333,        3.288e-08,         0.021333,        0.016,      0.00983,       0.0107,       0.0106,       0.0118,     0.000162
       686, 10483.363,  0.00125,       0.00017945,       7.3781e-07,         0.017945,       0.0155,      0.00988,      0.00736,      0.00789,       0.0102,     0.000684,        0.0002134,       3.0209e-08,          0.02134,        0.016,      0.00982,       0.0107,       0.0106,       0.0118,     0.000158
       687, 10498.637,  0.00125,       0.00018402,       1.2208e-06,         0.018403,       0.0157,       0.0099,      0.00742,      0.00825,       0.0103,     0.000879,       0.00021303,       2.5221e-08,         0.021303,        0.016,      0.00982,       0.0107,       0.0106,       0.0118,     0.000151
       688, 10513.875,  0.00125,       0.00018162,       1.0848e-06,         0.018163,       0.0156,       0.0099,      0.00736,      0.00797,       0.0102,      0.00083,       0.00021319,       2.7369e-08,         0.021319,        0.016,      0.00982,       0.0107,       0.0106,       0.0118,     0.000139
       689, 10529.149,  0.00125,       0.00018339,       1.4179e-06,          0.01834,       0.0156,      0.00988,      0.00753,      0.00808,       0.0103,      0.00095,       0.00021333,       3.3064e-08,         0.021333,        0.016,      0.00982,       0.0107,       0.0106,       0.0118,     0.000147
       690, 10544.403,  0.00125,       0.00017981,        1.131e-06,         0.017982,       0.0155,      0.00982,       0.0074,      0.00794,       0.0102,     0.000841,       0.00021312,       2.5734e-08,         0.021312,        0.016,      0.00982,       0.0107,       0.0106,       0.0118,     0.000141
       691, 10559.671, 0.000625,       0.00017146,       6.0195e-07,         0.017147,       0.0153,      0.00959,      0.00714,      0.00763,      0.00991,     0.000618,       0.00021301,       2.4662e-08,         0.021301,        0.016,      0.00981,       0.0107,       0.0106,       0.0118,      0.00014
       692, 10574.926, 0.000625,       0.00017361,        1.165e-06,         0.017363,       0.0153,      0.00966,      0.00718,      0.00772,      0.00997,     0.000858,        0.0002129,       5.6941e-08,          0.02129,        0.016,      0.00981,       0.0107,       0.0106,       0.0118,     0.000169
       693, 10590.180, 0.000625,       0.00017297,       8.8875e-07,         0.017298,       0.0153,      0.00962,      0.00716,      0.00773,      0.00996,     0.000752,       0.00021252,       3.2189e-08,         0.021252,        0.016,      0.00981,       0.0107,       0.0106,       0.0118,     0.000155
       694, 10605.474, 0.000625,       0.00017277,       1.1995e-06,         0.017278,       0.0153,      0.00964,      0.00715,       0.0077,      0.00995,     0.000872,       0.00021233,        2.934e-08,         0.021233,        0.016,      0.00981,       0.0107,       0.0106,       0.0118,     0.000143
       695, 10620.775, 0.000625,       0.00017271,       4.1972e-07,         0.017271,       0.0153,      0.00964,      0.00713,      0.00766,      0.00994,     0.000516,       0.00021238,       2.8081e-08,         0.021238,        0.016,      0.00981,       0.0107,       0.0106,       0.0118,     0.000141
       696, 10636.025, 0.000625,       0.00017341,       6.7259e-07,         0.017342,       0.0153,      0.00964,      0.00717,      0.00776,      0.00997,     0.000653,       0.00021232,       5.7219e-08,         0.021232,        0.016,      0.00981,       0.0107,       0.0106,       0.0118,     0.000169
       697, 10651.275, 0.000625,       0.00017245,       1.0462e-06,         0.017246,       0.0153,       0.0096,      0.00716,      0.00775,      0.00995,     0.000816,       0.00021231,       3.1663e-08,         0.021231,        0.016,      0.00981,       0.0107,       0.0106,       0.0118,     0.000142
       698, 10666.535, 0.000625,       0.00017404,       9.9504e-07,         0.017405,       0.0154,      0.00969,      0.00716,      0.00772,      0.00999,     0.000788,       0.00021228,       3.6281e-08,         0.021228,        0.016,      0.00981,       0.0107,       0.0106,       0.0118,     0.000149
       699, 10681.820, 0.000625,       0.00017269,       7.0249e-07,          0.01727,       0.0153,      0.00964,      0.00711,      0.00772,      0.00994,     0.000665,       0.00021222,       2.9832e-08,         0.021222,        0.016,      0.00981,       0.0107,       0.0106,       0.0118,     0.000132
       700, 10697.102, 0.000625,       0.00017227,       7.9996e-07,         0.017227,       0.0153,      0.00961,      0.00714,       0.0077,      0.00993,     0.000713,       0.00021211,       4.4272e-08,         0.021211,        0.016,       0.0098,       0.0107,       0.0106,       0.0118,     0.000143
       701, 10712.361, 0.000625,       0.00017537,       4.1189e-07,         0.017538,       0.0154,      0.00973,      0.00719,      0.00773,         0.01,     0.000512,        0.0002121,       3.3604e-08,         0.021211,        0.016,       0.0098,       0.0107,       0.0106,       0.0118,     0.000136
       702, 10727.624, 0.000625,       0.00017383,       6.7129e-07,         0.017383,       0.0153,      0.00967,      0.00719,      0.00772,      0.00998,     0.000654,       0.00021197,       3.9652e-08,         0.021197,        0.016,       0.0098,       0.0107,       0.0105,       0.0118,     0.000139
       703, 10742.895, 0.000625,       0.00017384,       7.0697e-07,         0.017385,       0.0154,      0.00964,      0.00715,      0.00774,      0.00998,     0.000671,       0.00021187,       4.6349e-08,         0.021187,        0.016,       0.0098,       0.0107,       0.0106,       0.0118,     0.000147
       704, 10758.139, 0.000625,        0.0001728,       5.8553e-07,         0.017281,       0.0153,      0.00961,      0.00719,      0.00769,      0.00995,     0.000608,       0.00021209,       2.7516e-08,         0.021209,        0.016,       0.0098,       0.0107,       0.0106,       0.0118,     0.000143
       705, 10773.410, 0.000625,       0.00017165,       2.6327e-07,         0.017166,       0.0153,      0.00959,      0.00713,       0.0077,      0.00992,     0.000409,       0.00021218,       3.1689e-08,         0.021218,        0.016,      0.00979,       0.0107,       0.0106,       0.0118,     0.000135
       706, 10788.669, 0.000625,        0.0001744,       9.6167e-07,         0.017441,       0.0154,      0.00968,      0.00722,      0.00776,         0.01,      0.00078,        0.0002121,        4.999e-08,          0.02121,        0.016,      0.00979,       0.0107,       0.0106,       0.0118,     0.000136
       707, 10803.940, 0.000625,       0.00017392,       1.0971e-06,         0.017393,       0.0153,      0.00966,      0.00719,      0.00776,      0.00999,     0.000835,       0.00021204,         3.51e-08,         0.021204,        0.016,      0.00979,       0.0107,       0.0106,       0.0118,     0.000134
       708, 10819.181, 0.000625,       0.00017313,       3.9387e-07,         0.017314,       0.0153,      0.00963,      0.00714,      0.00775,      0.00996,     0.000491,       0.00021173,       3.9706e-08,         0.021173,        0.016,      0.00979,       0.0107,       0.0106,       0.0118,     0.000133
       709, 10834.461, 0.000625,        0.0001722,       8.1095e-07,         0.017221,       0.0153,      0.00961,      0.00712,      0.00766,      0.00992,     0.000715,       0.00021193,       6.1121e-08,         0.021193,        0.016,      0.00979,       0.0107,       0.0106,       0.0118,      0.00015
       710, 10849.692, 0.000625,       0.00017352,       5.5279e-07,         0.017352,       0.0153,      0.00964,      0.00719,      0.00775,      0.00998,     0.000593,        0.0002117,       3.2807e-08,          0.02117,        0.016,      0.00979,       0.0107,       0.0106,       0.0117,     0.000137
       711, 10864.949, 0.000625,       0.00017393,       1.0652e-06,         0.017394,       0.0154,       0.0097,      0.00714,      0.00774,      0.00998,     0.000823,       0.00021159,       5.0653e-08,         0.021159,        0.016,      0.00979,       0.0107,       0.0105,       0.0117,     0.000147
       712, 10880.199, 0.000625,        0.0001724,       8.5831e-07,         0.017241,       0.0153,      0.00962,      0.00713,      0.00769,      0.00993,     0.000738,       0.00021158,       5.1965e-08,         0.021158,        0.016,      0.00978,       0.0107,       0.0105,       0.0117,     0.000142
       713, 10895.485, 0.000625,       0.00017242,       1.4565e-06,         0.017243,       0.0153,      0.00962,      0.00717,      0.00769,      0.00994,     0.000962,       0.00021157,       3.5291e-08,         0.021157,        0.016,      0.00978,       0.0107,       0.0105,       0.0117,     0.000135
       714, 10910.730, 0.000625,       0.00017329,       8.3684e-07,          0.01733,       0.0153,      0.00964,      0.00717,       0.0077,      0.00996,     0.000728,        0.0002116,       3.7884e-08,          0.02116,        0.016,      0.00978,       0.0107,       0.0106,       0.0117,     0.000136
       715, 10926.081, 0.000625,       0.00017356,       8.8899e-07,         0.017357,       0.0153,      0.00965,      0.00715,      0.00775,      0.00997,     0.000748,        0.0002116,       4.3498e-08,          0.02116,        0.016,      0.00978,       0.0107,       0.0105,       0.0117,     0.000141
       716, 10941.340, 0.000625,       0.00017406,       1.4857e-06,         0.017407,       0.0154,      0.00964,      0.00719,      0.00778,      0.00999,     0.000968,       0.00021168,       3.1859e-08,         0.021168,        0.016,      0.00978,       0.0107,       0.0105,       0.0117,     0.000145
       717, 10956.568, 0.000625,       0.00017371,       1.2023e-06,         0.017373,       0.0153,      0.00965,      0.00719,      0.00777,      0.00999,     0.000874,       0.00021144,        3.793e-08,         0.021144,        0.016,      0.00978,       0.0107,       0.0105,       0.0117,     0.000145
       718, 10971.819, 0.000625,       0.00017299,       6.0182e-07,         0.017299,       0.0153,      0.00963,      0.00714,      0.00773,      0.00996,     0.000618,       0.00021143,       3.2753e-08,         0.021143,        0.016,      0.00978,       0.0107,       0.0105,       0.0117,     0.000133
       719, 10987.070, 0.000625,       0.00017192,       8.4848e-07,         0.017193,       0.0153,      0.00961,      0.00711,       0.0077,      0.00993,     0.000733,       0.00021122,       2.8491e-08,         0.021122,        0.016,      0.00977,       0.0107,       0.0105,       0.0117,     0.000132
       720, 11002.336, 0.000625,       0.00017344,       1.3697e-06,         0.017345,       0.0153,      0.00965,      0.00718,      0.00774,      0.00997,     0.000933,       0.00021106,       3.1608e-08,         0.021106,        0.016,      0.00977,       0.0107,       0.0105,       0.0117,     0.000172
       721, 11017.578, 0.000625,       0.00017249,       1.0378e-06,          0.01725,       0.0153,       0.0096,      0.00716,      0.00772,      0.00995,     0.000813,        0.0002111,       2.9209e-08,          0.02111,        0.016,      0.00977,       0.0107,       0.0105,       0.0117,     0.000146
       722, 11032.837, 0.000625,       0.00017289,        1.222e-06,         0.017291,       0.0153,      0.00966,      0.00711,      0.00767,      0.00995,     0.000882,         0.000211,       3.6038e-08,           0.0211,        0.016,      0.00977,       0.0106,       0.0105,       0.0117,     0.000141
       723, 11048.115, 0.000625,       0.00017393,       1.0907e-06,         0.017394,       0.0154,      0.00968,       0.0072,      0.00768,      0.00998,     0.000831,       0.00021119,       2.5117e-08,         0.021119,        0.016,      0.00977,       0.0106,       0.0105,       0.0117,     0.000142
       724, 11063.365, 0.000625,       0.00017228,       6.1309e-07,         0.017229,       0.0153,       0.0096,      0.00715,      0.00767,      0.00993,     0.000624,       0.00021114,       2.7997e-08,         0.021114,        0.016,      0.00977,       0.0107,       0.0105,       0.0117,     0.000138
       725, 11078.673, 0.000625,       0.00017216,       9.2741e-07,         0.017217,       0.0153,      0.00963,      0.00717,      0.00763,      0.00993,     0.000766,       0.00021101,       3.1941e-08,         0.021101,        0.016,      0.00977,       0.0106,       0.0105,       0.0117,     0.000136
       726, 11093.922, 0.000625,       0.00017327,        1.136e-06,         0.017328,       0.0153,      0.00964,       0.0072,       0.0077,      0.00997,     0.000846,       0.00021109,       2.3798e-08,         0.021109,        0.016,      0.00976,       0.0107,       0.0105,       0.0117,     0.000143
       727, 11109.203, 0.000625,        0.0001752,       9.1404e-07,         0.017521,       0.0154,      0.00966,      0.00722,      0.00788,         0.01,     0.000762,       0.00021103,       2.7891e-08,         0.021103,        0.016,      0.00976,       0.0107,       0.0105,       0.0117,     0.000131
       728, 11124.440, 0.000625,       0.00017327,       1.2341e-06,         0.017329,       0.0153,       0.0096,      0.00713,      0.00781,      0.00996,     0.000877,       0.00021102,       4.0256e-08,         0.021102,        0.016,      0.00976,       0.0106,       0.0105,       0.0117,     0.000141
       729, 11139.699, 0.000313,       0.00016993,       5.4263e-07,         0.016994,       0.0152,      0.00955,      0.00706,      0.00758,      0.00986,     0.000586,       0.00021109,       2.5985e-08,         0.021109,        0.016,      0.00976,       0.0106,       0.0105,       0.0117,     0.000143
       730, 11155.115, 0.000313,       0.00016827,       4.8631e-07,         0.016827,       0.0152,      0.00952,      0.00701,       0.0075,       0.0098,     0.000556,       0.00021106,       2.9605e-08,         0.021107,        0.016,      0.00976,       0.0106,       0.0105,       0.0117,     0.000138
       731, 11170.374, 0.000313,       0.00016847,       7.1661e-07,         0.016847,       0.0152,      0.00951,      0.00703,      0.00753,      0.00981,     0.000675,        0.0002109,       3.3165e-08,          0.02109,        0.016,      0.00976,       0.0106,       0.0105,       0.0117,     0.000135
       732, 11185.626, 0.000313,       0.00016857,       8.7324e-07,         0.016858,       0.0152,      0.00953,      0.00701,      0.00754,      0.00981,     0.000745,       0.00021077,       7.1656e-08,         0.021077,        0.016,      0.00976,       0.0106,       0.0105,       0.0117,     0.000189
       733, 11200.874, 0.000313,       0.00016882,       5.0833e-07,         0.016883,       0.0152,      0.00951,      0.00705,      0.00759,      0.00983,     0.000569,       0.00021081,       3.1009e-08,         0.021082,        0.016,      0.00976,       0.0106,       0.0105,       0.0117,      0.00016
       734, 11216.172, 0.000313,       0.00016835,       3.8157e-07,         0.016835,       0.0152,      0.00951,      0.00699,      0.00755,      0.00981,     0.000493,       0.00021076,       2.5128e-08,         0.021076,       0.0159,      0.00975,       0.0106,       0.0105,       0.0117,     0.000135
       735, 11231.408, 0.000313,       0.00016894,       6.2928e-07,         0.016895,       0.0152,      0.00953,      0.00703,      0.00756,      0.00983,      0.00063,       0.00021086,       5.6769e-08,         0.021086,        0.016,      0.00976,       0.0106,       0.0105,       0.0117,      0.00017
       736, 11246.680, 0.000313,       0.00016936,       1.9845e-07,         0.016936,       0.0152,      0.00955,      0.00703,      0.00757,      0.00984,     0.000355,       0.00021074,       3.1326e-08,         0.021074,        0.016,      0.00976,       0.0106,       0.0105,       0.0117,     0.000138
       737, 11261.925, 0.000313,       0.00016822,       5.4174e-07,         0.016822,       0.0152,      0.00951,      0.00702,      0.00753,       0.0098,     0.000587,       0.00021083,       5.5239e-08,         0.021083,       0.0159,      0.00975,       0.0106,       0.0105,       0.0117,     0.000163
       738, 11277.200, 0.000313,       0.00016865,       3.4334e-07,         0.016865,       0.0152,      0.00952,      0.00703,      0.00753,      0.00981,     0.000467,       0.00021074,       3.7244e-08,         0.021074,       0.0159,      0.00976,       0.0106,       0.0105,       0.0117,     0.000139
       739, 11292.481, 0.000313,       0.00016879,       3.2936e-07,          0.01688,       0.0152,      0.00953,      0.00705,      0.00753,      0.00982,     0.000457,       0.00021068,       2.6484e-08,         0.021068,       0.0159,      0.00975,       0.0106,       0.0105,       0.0117,     0.000141
       740, 11307.768, 0.000313,       0.00016936,       3.6337e-07,         0.016936,       0.0152,      0.00954,      0.00705,       0.0076,      0.00984,     0.000475,        0.0002107,       2.5899e-08,          0.02107,       0.0159,      0.00975,       0.0106,       0.0105,       0.0117,     0.000135
       741, 11323.025, 0.000313,       0.00016887,       5.0251e-07,         0.016887,       0.0152,      0.00951,      0.00708,      0.00754,      0.00983,     0.000566,       0.00021062,       4.2321e-08,         0.021062,       0.0159,      0.00975,       0.0106,       0.0105,       0.0117,      0.00015
