epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_Li_f_rmse,training_Cl_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_Li_f_rmse,validation_Cl_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
       995, 18534.972,   0.0025,       0.00011144,       1.2577e-06,         0.011145,       0.0126,      0.00805,      0.00587,      0.00608,      0.00815,     0.000912,       0.00013011,       2.1106e-08,         0.013011,       0.0128,      0.00798,       0.0077,      0.00766,      0.00903,     0.000118
       996, 18553.567,   0.0025,       0.00010998,       1.2176e-06,            0.011,       0.0126,        0.008,       0.0058,      0.00595,      0.00808,     0.000898,       0.00012995,        2.346e-08,         0.012995,       0.0128,      0.00797,       0.0077,      0.00765,      0.00903,     0.000122
       997, 18572.145,   0.0025,       0.00010866,       9.2288e-07,         0.010867,       0.0125,      0.00798,      0.00578,      0.00587,      0.00803,     0.000782,       0.00012993,       3.3461e-08,         0.012993,       0.0128,      0.00797,      0.00769,      0.00765,      0.00903,     0.000148
       998, 18590.753,   0.0025,       0.00011062,       1.4747e-06,         0.011064,       0.0126,      0.00809,      0.00588,      0.00592,      0.00811,     0.000988,       0.00012989,        2.607e-08,         0.012989,       0.0128,      0.00797,      0.00768,      0.00767,      0.00903,      0.00013
       999, 18609.363,   0.0025,       0.00011104,        1.936e-06,         0.011105,       0.0125,      0.00802,      0.00591,      0.00611,      0.00815,      0.00113,       0.00012993,       2.5523e-08,         0.012993,       0.0128,      0.00797,      0.00769,      0.00767,      0.00903,     0.000126
      1000, 18627.960,   0.0025,       0.00011128,       8.7261e-07,         0.011129,       0.0126,      0.00805,      0.00585,      0.00602,      0.00813,     0.000757,       0.00012987,       2.4067e-08,         0.012987,       0.0128,      0.00797,       0.0077,      0.00766,      0.00903,     0.000121
      1001, 18646.527,   0.0025,       0.00011237,       1.2254e-06,         0.011238,       0.0127,      0.00814,       0.0058,      0.00607,      0.00817,     0.000901,       0.00012979,       2.2005e-08,         0.012979,       0.0128,      0.00797,      0.00769,      0.00765,      0.00902,     0.000118
      1002, 18665.121,   0.0025,       0.00010975,       2.1001e-06,         0.010977,       0.0125,      0.00801,      0.00582,      0.00603,      0.00809,      0.00118,       0.00012973,       2.0846e-08,         0.012973,       0.0128,      0.00796,      0.00768,      0.00765,      0.00902,     0.000118
      1003, 18683.736,   0.0025,       0.00010962,       1.9108e-06,         0.010964,       0.0125,        0.008,      0.00582,      0.00593,      0.00807,      0.00113,       0.00012961,       2.2221e-08,         0.012961,       0.0128,      0.00796,      0.00767,      0.00765,      0.00902,     0.000119
      1004, 18702.340,   0.0025,       0.00011111,       1.9709e-06,         0.011113,       0.0126,      0.00804,      0.00594,      0.00597,      0.00813,      0.00114,       0.00012975,       2.2066e-08,         0.012975,       0.0128,      0.00796,       0.0077,      0.00766,      0.00902,     0.000118
      1005, 18720.892,   0.0025,        0.0001127,       1.4057e-06,         0.011272,       0.0126,      0.00812,      0.00589,      0.00617,       0.0082,     0.000964,       0.00012975,       2.3152e-08,         0.012975,       0.0128,      0.00796,      0.00769,      0.00767,      0.00902,     0.000125
      1006, 18739.474,   0.0025,       0.00010954,       1.4312e-06,         0.010956,       0.0125,      0.00797,      0.00586,      0.00594,      0.00807,     0.000973,       0.00012955,       2.4296e-08,         0.012955,       0.0128,      0.00796,      0.00769,      0.00765,      0.00902,     0.000128
      1007, 18758.057,   0.0025,       0.00011564,       1.3663e-06,         0.011565,       0.0128,      0.00829,      0.00579,      0.00627,      0.00829,     0.000952,       0.00012957,       2.3261e-08,         0.012957,       0.0128,      0.00796,      0.00769,      0.00765,      0.00902,     0.000125
      1008, 18776.642,   0.0025,       0.00011016,       1.3607e-06,         0.011017,       0.0126,      0.00802,      0.00591,      0.00589,      0.00809,     0.000947,       0.00012947,       2.5013e-08,         0.012947,       0.0128,      0.00796,      0.00769,      0.00765,      0.00902,     0.000128
      1009, 18795.212,   0.0025,        0.0001101,       8.0322e-07,         0.011011,       0.0125,      0.00801,      0.00583,      0.00599,      0.00809,     0.000729,       0.00012938,       2.0335e-08,         0.012938,       0.0128,      0.00796,      0.00768,      0.00764,      0.00901,     0.000116
      1010, 18813.774,   0.0025,       0.00011068,       9.9908e-07,         0.011069,       0.0126,      0.00807,      0.00579,      0.00599,      0.00811,     0.000812,       0.00012945,       2.2642e-08,         0.012945,       0.0128,      0.00795,      0.00769,      0.00765,      0.00901,     0.000124
      1011, 18832.364,   0.0025,         0.000108,       1.1374e-06,         0.010801,       0.0125,      0.00794,      0.00577,      0.00584,        0.008,     0.000868,       0.00012932,       2.4214e-08,         0.012932,       0.0128,      0.00795,      0.00767,      0.00764,      0.00901,     0.000123
      1012, 18850.966,   0.0025,       0.00010926,       8.5704e-07,         0.010927,       0.0125,      0.00792,      0.00588,        0.006,      0.00807,     0.000751,       0.00012936,        2.265e-08,         0.012936,       0.0128,      0.00795,      0.00769,      0.00764,      0.00901,     0.000122
      1013, 18869.544,   0.0025,       0.00010908,       1.5376e-06,         0.010909,       0.0125,      0.00796,      0.00586,      0.00588,      0.00805,      0.00101,       0.00012936,        2.141e-08,         0.012936,       0.0128,      0.00795,      0.00769,      0.00763,      0.00901,     0.000119
      1014, 18888.124,   0.0025,       0.00011131,       1.2389e-06,         0.011133,       0.0126,      0.00809,      0.00587,      0.00607,      0.00815,     0.000906,       0.00012918,       2.8976e-08,         0.012918,       0.0128,      0.00795,      0.00767,      0.00764,        0.009,     0.000137
      1015, 18906.713,   0.0025,       0.00010969,        1.056e-06,         0.010971,       0.0125,      0.00802,      0.00584,      0.00591,      0.00807,     0.000835,       0.00012931,       2.4109e-08,         0.012931,       0.0128,      0.00794,      0.00768,      0.00765,      0.00901,     0.000128
      1016, 18925.303,   0.0025,       0.00010925,        1.349e-06,         0.010927,       0.0125,      0.00796,      0.00583,        0.006,      0.00807,     0.000946,       0.00012923,       2.1454e-08,         0.012923,       0.0128,      0.00794,      0.00768,      0.00764,      0.00901,     0.000123
      1017, 18943.890,   0.0025,       0.00010783,       1.0845e-06,         0.010784,       0.0124,      0.00791,      0.00575,      0.00593,      0.00801,     0.000843,       0.00012905,       2.2943e-08,         0.012905,       0.0128,      0.00794,      0.00767,      0.00763,        0.009,     0.000121
      1018, 18962.461,   0.0025,       0.00010753,       1.5979e-06,         0.010755,       0.0124,      0.00795,      0.00572,      0.00594,        0.008,      0.00103,       0.00012891,       2.3828e-08,         0.012891,       0.0127,      0.00794,      0.00768,      0.00762,        0.009,     0.000123
      1019, 18981.059,   0.0025,       0.00011023,       1.3111e-06,         0.011025,       0.0125,        0.008,      0.00584,        0.006,       0.0081,     0.000932,       0.00012908,       2.8562e-08,         0.012908,       0.0127,      0.00794,      0.00769,      0.00763,        0.009,     0.000138
      1020, 18999.636,   0.0025,        0.0001105,       1.5849e-06,         0.011052,       0.0126,      0.00812,      0.00585,      0.00584,       0.0081,      0.00102,       0.00012909,       2.2107e-08,         0.012909,       0.0127,      0.00794,      0.00767,      0.00763,        0.009,     0.000121
      1021, 19018.207,   0.0025,       0.00010917,       1.5559e-06,         0.010918,       0.0125,      0.00796,      0.00588,      0.00595,      0.00807,      0.00101,       0.00012878,       2.8549e-08,         0.012878,       0.0127,      0.00794,      0.00766,      0.00763,      0.00899,     0.000136
      1022, 19036.798,   0.0025,        0.0001099,       1.2595e-06,         0.010991,       0.0125,      0.00806,      0.00579,      0.00591,      0.00808,     0.000913,       0.00012905,       2.8316e-08,         0.012905,       0.0128,      0.00794,      0.00769,      0.00763,        0.009,     0.000135
      1023, 19055.353,   0.0025,       0.00011145,       1.3733e-06,         0.011146,       0.0127,      0.00811,      0.00583,      0.00588,      0.00812,     0.000952,       0.00012887,       2.3143e-08,         0.012887,       0.0127,      0.00793,      0.00767,      0.00764,      0.00899,     0.000122
      1024, 19073.957,   0.0025,       0.00011085,       1.2628e-06,         0.011087,       0.0126,      0.00808,      0.00585,        0.006,      0.00812,     0.000914,       0.00012894,       2.4263e-08,         0.012894,       0.0127,      0.00793,      0.00768,      0.00763,        0.009,     0.000125
      1025, 19092.578,   0.0025,       0.00011144,       2.0445e-06,         0.011146,       0.0126,      0.00809,      0.00585,      0.00601,      0.00814,      0.00116,       0.00012894,        2.227e-08,         0.012894,       0.0127,      0.00793,      0.00766,      0.00763,      0.00899,     0.000117
      1026, 19111.145,   0.0025,       0.00011073,       1.0482e-06,         0.011074,       0.0126,        0.008,      0.00592,      0.00602,      0.00813,     0.000833,       0.00012864,       2.3919e-08,         0.012864,       0.0127,      0.00793,      0.00766,      0.00762,      0.00899,     0.000122
      1027, 19129.740,   0.0025,       0.00011018,       1.5376e-06,          0.01102,       0.0126,      0.00806,      0.00583,      0.00587,      0.00808,      0.00101,       0.00012869,       3.3928e-08,         0.012869,       0.0127,      0.00792,      0.00766,      0.00763,      0.00899,      0.00015
      1028, 19148.288,   0.0025,       0.00011003,       1.1654e-06,         0.011004,       0.0125,      0.00808,       0.0058,      0.00593,      0.00809,     0.000878,       0.00012848,       2.5607e-08,         0.012848,       0.0127,      0.00792,      0.00764,      0.00761,      0.00898,     0.000128
      1029, 19166.873,   0.0025,        0.0001081,       1.5127e-06,         0.010811,       0.0124,      0.00794,      0.00579,       0.0059,      0.00802,        0.001,       0.00012842,       3.7817e-08,         0.012842,       0.0127,      0.00793,      0.00765,      0.00761,      0.00898,     0.000153
      1030, 19185.501,   0.0025,       0.00010759,       2.4776e-06,         0.010761,       0.0124,      0.00792,      0.00581,      0.00581,      0.00799,      0.00128,       0.00012841,       2.3375e-08,         0.012841,       0.0127,      0.00792,      0.00765,       0.0076,      0.00898,      0.00012
      1031, 19204.049,   0.0025,       0.00010987,       1.6541e-06,         0.010989,       0.0126,      0.00802,      0.00579,      0.00593,      0.00807,      0.00105,       0.00012844,        2.432e-08,         0.012844,       0.0127,      0.00792,      0.00766,      0.00761,      0.00898,     0.000126
      1032, 19222.633,   0.0025,        0.0001133,        1.411e-06,         0.011332,       0.0128,       0.0082,      0.00579,      0.00591,      0.00818,     0.000967,        0.0001286,       2.2201e-08,          0.01286,       0.0127,      0.00792,      0.00766,      0.00762,      0.00898,     0.000119
      1033, 19241.238,   0.0025,       0.00010832,       1.0466e-06,         0.010833,       0.0125,       0.0079,      0.00583,      0.00592,      0.00803,     0.000832,       0.00012871,       2.7085e-08,         0.012871,       0.0127,      0.00792,      0.00766,      0.00762,      0.00898,      0.00013
      1034, 19259.816,   0.0025,       0.00010823,       1.4024e-06,         0.010825,       0.0124,      0.00796,      0.00578,      0.00595,      0.00803,     0.000964,       0.00012866,       2.1827e-08,         0.012866,       0.0127,      0.00792,      0.00766,      0.00763,      0.00898,      0.00012
      1035, 19278.409,   0.0025,       0.00011018,       1.3641e-06,          0.01102,       0.0126,        0.008,      0.00584,      0.00595,      0.00809,     0.000948,       0.00012857,       2.6003e-08,         0.012857,       0.0127,      0.00791,      0.00767,      0.00762,      0.00898,     0.000126
      1036, 19296.972,   0.0025,       0.00011349,       1.0715e-06,          0.01135,       0.0127,      0.00822,       0.0059,      0.00613,      0.00823,     0.000843,       0.00012846,       2.1993e-08,         0.012846,       0.0127,      0.00792,      0.00766,      0.00762,      0.00898,      0.00012
      1037, 19315.533,  0.00125,       0.00010074,       5.5466e-07,         0.010074,       0.0121,      0.00765,      0.00551,      0.00563,      0.00772,     0.000606,       0.00012834,       3.1221e-08,         0.012834,       0.0127,      0.00791,      0.00764,      0.00762,      0.00898,     0.000142
      1038, 19334.120,  0.00125,       0.00010087,        3.747e-07,         0.010088,       0.0121,      0.00763,      0.00553,      0.00559,      0.00772,     0.000498,       0.00012845,        2.338e-08,         0.012845,       0.0127,      0.00792,      0.00765,      0.00762,      0.00898,     0.000125
      1039, 19352.700,  0.00125,       0.00010091,       5.4988e-07,         0.010091,       0.0121,      0.00764,      0.00555,      0.00563,      0.00773,     0.000603,       0.00012834,       2.0955e-08,         0.012834,       0.0127,      0.00791,      0.00765,      0.00761,      0.00897,     0.000118
      1040, 19371.288,  0.00125,       0.00010095,         3.81e-07,         0.010095,       0.0121,      0.00765,      0.00549,      0.00562,      0.00772,     0.000503,       0.00012839,       2.2906e-08,         0.012839,       0.0127,      0.00791,      0.00765,       0.0076,      0.00897,     0.000122
      1041, 19389.857,  0.00125,       0.00010097,        4.672e-07,         0.010098,       0.0121,      0.00765,       0.0055,      0.00558,      0.00772,     0.000554,       0.00012821,       2.4592e-08,         0.012821,       0.0127,      0.00791,      0.00765,      0.00759,      0.00897,     0.000129
      1042, 19408.439,  0.00125,       0.00010167,       3.6063e-07,         0.010167,       0.0122,      0.00768,       0.0055,      0.00567,      0.00775,     0.000489,       0.00012825,       2.1252e-08,         0.012825,       0.0127,      0.00791,      0.00764,       0.0076,      0.00897,      0.00012
      1043, 19427.048,  0.00125,       0.00010104,       4.7254e-07,         0.010104,       0.0121,      0.00765,       0.0055,      0.00562,      0.00772,     0.000559,       0.00012822,       2.4845e-08,         0.012822,       0.0127,      0.00791,      0.00765,       0.0076,      0.00897,     0.000127
      1044, 19445.646,  0.00125,       0.00010174,       6.6448e-07,         0.010174,       0.0121,       0.0077,      0.00549,      0.00567,      0.00775,     0.000663,       0.00012821,       2.5599e-08,         0.012821,       0.0127,      0.00791,      0.00764,       0.0076,      0.00897,     0.000129
      1045, 19464.213,  0.00125,       0.00010243,       1.3368e-06,         0.010245,       0.0122,      0.00773,      0.00555,      0.00557,      0.00777,     0.000941,       0.00012821,       2.3004e-08,         0.012821,       0.0127,      0.00791,      0.00764,      0.00761,      0.00897,     0.000123
      1046, 19482.768,  0.00125,       0.00010107,       9.5667e-07,         0.010108,       0.0121,      0.00765,      0.00552,      0.00558,      0.00772,     0.000796,       0.00012817,       2.3529e-08,         0.012817,       0.0127,      0.00791,      0.00764,      0.00761,      0.00897,     0.000125
      1047, 19501.332,  0.00125,       0.00010224,       7.7138e-07,         0.010225,       0.0122,      0.00768,      0.00558,      0.00571,      0.00778,     0.000715,        0.0001282,       2.2608e-08,          0.01282,       0.0127,      0.00791,      0.00764,       0.0076,      0.00897,     0.000123
      1048, 19519.912,  0.00125,       0.00010298,       6.2499e-07,         0.010299,       0.0122,      0.00773,      0.00556,      0.00573,      0.00781,     0.000643,       0.00012825,       2.4443e-08,         0.012825,       0.0127,       0.0079,      0.00765,      0.00761,      0.00897,     0.000127
      1049, 19538.489,  0.00125,         0.000101,       2.8807e-07,           0.0101,       0.0121,      0.00764,      0.00551,       0.0056,      0.00772,     0.000436,       0.00012819,       2.1884e-08,         0.012819,       0.0127,       0.0079,      0.00765,      0.00761,      0.00897,     0.000122
      1050, 19557.030,  0.00125,       0.00010183,       4.7232e-07,         0.010184,       0.0122,       0.0077,       0.0055,      0.00567,      0.00776,     0.000559,       0.00012819,       2.0809e-08,         0.012819,       0.0127,       0.0079,      0.00764,      0.00761,      0.00897,     0.000116
      1051, 19575.587,  0.00125,       0.00010149,       8.3206e-07,         0.010149,       0.0121,      0.00768,      0.00553,      0.00564,      0.00775,     0.000742,       0.00012809,       2.2504e-08,         0.012809,       0.0127,       0.0079,      0.00763,      0.00761,      0.00896,      0.00012
      1052, 19594.175,  0.00125,       0.00010144,       7.2822e-07,         0.010144,       0.0121,      0.00768,      0.00549,      0.00564,      0.00774,     0.000691,       0.00012806,       2.3352e-08,         0.012806,       0.0127,       0.0079,      0.00764,      0.00761,      0.00896,     0.000122
      1053, 19612.794,  0.00125,       0.00010346,       9.0977e-07,         0.010347,       0.0122,      0.00775,      0.00563,      0.00575,      0.00783,     0.000777,       0.00012804,       2.0429e-08,         0.012804,       0.0127,       0.0079,      0.00763,      0.00761,      0.00896,     0.000116
      1054, 19631.390,  0.00125,        0.0001036,       6.5634e-07,          0.01036,       0.0123,      0.00775,      0.00558,       0.0057,      0.00782,      0.00066,       0.00012799,       2.2063e-08,         0.012799,       0.0127,       0.0079,      0.00763,       0.0076,      0.00896,     0.000119
      1055, 19649.943,  0.00125,       0.00010253,       8.5247e-07,         0.010254,       0.0122,      0.00773,      0.00552,      0.00559,      0.00777,     0.000751,       0.00012793,          2.3e-08,         0.012793,       0.0127,       0.0079,      0.00762,       0.0076,      0.00895,      0.00012
      1056, 19668.537,  0.00125,       0.00010302,       7.5947e-07,         0.010303,       0.0122,      0.00773,      0.00558,      0.00564,       0.0078,     0.000708,       0.00012782,       2.1813e-08,         0.012782,       0.0127,      0.00789,      0.00762,      0.00759,      0.00895,      0.00012
      1057, 19687.146,  0.00125,       0.00010105,       9.1154e-07,         0.010106,       0.0121,      0.00764,      0.00548,      0.00561,      0.00772,     0.000773,        0.0001278,       2.3686e-08,          0.01278,       0.0127,      0.00789,      0.00763,      0.00759,      0.00895,     0.000123
      1058, 19705.726,  0.00125,       0.00010266,       6.0266e-07,         0.010266,       0.0122,       0.0077,      0.00556,      0.00566,      0.00779,     0.000632,       0.00012775,       2.4149e-08,         0.012775,       0.0127,      0.00789,      0.00761,      0.00759,      0.00895,     0.000124
      1059, 19724.323,  0.00125,       0.00010208,       1.0194e-06,         0.010209,       0.0122,      0.00771,      0.00554,      0.00564,      0.00777,     0.000822,       0.00012786,       2.3221e-08,         0.012786,       0.0127,      0.00789,      0.00763,       0.0076,      0.00895,     0.000125
      1060, 19742.886,  0.00125,       0.00010114,       5.7019e-07,         0.010114,       0.0121,      0.00767,       0.0055,      0.00559,      0.00772,     0.000614,       0.00012777,       2.6278e-08,         0.012777,       0.0127,      0.00789,      0.00763,       0.0076,      0.00895,     0.000132
      1061, 19761.486,  0.00125,       0.00010267,       6.4519e-07,         0.010267,       0.0122,      0.00774,      0.00551,      0.00564,      0.00778,     0.000653,       0.00012776,        2.073e-08,         0.012776,       0.0127,      0.00789,      0.00763,      0.00759,      0.00895,     0.000119
      1062, 19780.121,  0.00125,       0.00010099,       5.0378e-07,           0.0101,       0.0121,      0.00765,      0.00553,      0.00558,      0.00772,     0.000578,       0.00012776,       2.3234e-08,         0.012776,       0.0127,      0.00789,      0.00763,       0.0076,      0.00895,     0.000124
      1063, 19798.680,  0.00125,       0.00010111,          1.2e-06,         0.010113,       0.0121,      0.00764,      0.00559,      0.00559,      0.00773,     0.000891,       0.00012764,       3.0913e-08,         0.012764,       0.0127,      0.00789,      0.00762,      0.00759,      0.00895,     0.000142
      1064, 19817.246,  0.00125,       0.00010261,       1.1576e-06,         0.010262,       0.0122,      0.00772,       0.0055,      0.00572,      0.00779,     0.000875,       0.00012774,       2.3646e-08,         0.012774,       0.0127,      0.00789,      0.00763,      0.00759,      0.00895,     0.000124
      1065, 19835.785,  0.00125,       0.00010243,       1.1642e-06,         0.010244,       0.0122,      0.00772,      0.00553,      0.00565,      0.00778,     0.000879,        0.0001277,       2.0316e-08,          0.01277,       0.0127,      0.00788,      0.00762,       0.0076,      0.00895,     0.000117
      1066, 19854.411,  0.00125,       0.00010183,       4.5215e-07,         0.010183,       0.0122,      0.00769,      0.00552,      0.00559,      0.00775,     0.000548,       0.00012778,       2.1589e-08,         0.012778,       0.0127,      0.00788,      0.00764,       0.0076,      0.00895,     0.000122
      1067, 19873.006,  0.00125,       0.00010106,       6.1645e-07,         0.010106,       0.0121,      0.00765,      0.00549,      0.00565,      0.00772,     0.000638,       0.00012762,       2.1501e-08,         0.012762,       0.0127,      0.00788,      0.00762,      0.00759,      0.00895,      0.00012
      1068, 19891.575,  0.00125,       0.00010075,       7.2062e-07,         0.010075,       0.0121,      0.00762,      0.00546,      0.00563,      0.00771,     0.000691,       0.00012765,       2.1889e-08,         0.012765,       0.0127,      0.00788,      0.00763,      0.00759,      0.00895,     0.000122
      1069, 19910.115,  0.00125,       0.00010133,       1.0859e-06,         0.010134,       0.0121,      0.00767,       0.0055,      0.00563,      0.00773,     0.000849,       0.00012753,       2.4757e-08,         0.012753,       0.0127,      0.00788,      0.00762,      0.00758,      0.00894,     0.000129
      1070, 19928.718,  0.00125,        0.0001028,       7.2655e-07,         0.010281,       0.0122,      0.00772,      0.00561,      0.00565,       0.0078,     0.000693,       0.00012756,        2.649e-08,         0.012756,       0.0127,      0.00788,      0.00762,      0.00759,      0.00894,     0.000132
      1071, 19947.357,  0.00125,       0.00010282,        9.975e-07,         0.010283,       0.0122,      0.00774,       0.0055,      0.00567,      0.00779,     0.000813,       0.00012752,       2.2882e-08,         0.012752,       0.0127,      0.00788,      0.00763,      0.00758,      0.00894,     0.000123
      1072, 19966.001,  0.00125,        0.0001014,       5.6482e-07,          0.01014,       0.0121,      0.00765,      0.00552,      0.00564,      0.00774,     0.000612,       0.00012738,       2.3181e-08,         0.012738,       0.0127,      0.00788,      0.00761,      0.00758,      0.00894,     0.000125
      1073, 19984.592,  0.00125,       0.00010252,       7.7742e-07,         0.010253,       0.0122,      0.00772,      0.00556,      0.00565,      0.00778,     0.000718,       0.00012745,       2.3143e-08,         0.012745,       0.0127,      0.00788,      0.00761,      0.00758,      0.00894,      0.00012
      1074, 20003.189,  0.00125,       0.00010132,       9.0109e-07,         0.010133,       0.0122,      0.00766,      0.00548,      0.00562,      0.00773,     0.000771,       0.00012736,       2.4833e-08,         0.012737,       0.0127,      0.00788,      0.00762,      0.00758,      0.00894,     0.000124
      1075, 20021.787,  0.00125,       0.00010199,       4.7983e-07,           0.0102,       0.0122,      0.00769,      0.00557,      0.00567,      0.00777,     0.000564,       0.00012735,       2.4278e-08,         0.012735,       0.0127,      0.00788,      0.00761,      0.00758,      0.00894,     0.000121
      1076, 20040.360,  0.00125,       0.00010171,       7.4751e-07,         0.010172,       0.0122,      0.00769,       0.0055,      0.00564,      0.00775,     0.000703,       0.00012729,       2.3696e-08,         0.012729,       0.0127,      0.00787,      0.00761,      0.00757,      0.00893,     0.000124
      1077, 20058.916,  0.00125,       0.00010141,       1.2357e-06,         0.010142,       0.0122,      0.00768,      0.00547,      0.00561,      0.00773,     0.000905,       0.00012727,       2.5084e-08,         0.012727,       0.0127,      0.00788,       0.0076,      0.00758,      0.00893,     0.000127
      1078, 20077.480,  0.00125,       0.00010374,       7.0325e-07,         0.010374,       0.0122,      0.00774,      0.00558,      0.00581,      0.00784,     0.000683,        0.0001273,        2.239e-08,          0.01273,       0.0127,      0.00788,      0.00761,      0.00758,      0.00894,     0.000119
      1079, 20096.036,  0.00125,       0.00010098,       4.8784e-07,         0.010098,       0.0121,      0.00764,      0.00546,       0.0056,      0.00771,     0.000568,       0.00012723,        2.304e-08,         0.012723,       0.0127,      0.00787,      0.00761,      0.00757,      0.00893,     0.000119
      1080, 20114.661,  0.00125,       0.00010035,       5.7816e-07,         0.010036,       0.0121,      0.00763,      0.00548,      0.00556,      0.00769,     0.000617,       0.00012712,       2.4836e-08,         0.012712,       0.0127,      0.00787,       0.0076,      0.00757,      0.00893,     0.000123
      1081, 20133.224,  0.00125,       0.00010198,       8.9049e-07,         0.010199,       0.0122,      0.00768,      0.00553,       0.0057,      0.00777,     0.000768,       0.00012702,       2.2818e-08,         0.012702,       0.0127,      0.00787,      0.00759,      0.00756,      0.00892,      0.00012
      1082, 20151.799,  0.00125,       0.00010167,       1.3731e-06,         0.010168,       0.0121,      0.00766,      0.00558,      0.00565,      0.00776,     0.000953,       0.00012709,        2.059e-08,         0.012709,       0.0127,      0.00787,       0.0076,      0.00756,      0.00893,     0.000116
      1083, 20170.355,  0.00125,         0.000101,       7.4711e-07,         0.010101,       0.0121,      0.00766,      0.00553,       0.0056,      0.00772,     0.000703,       0.00012712,       2.1334e-08,         0.012712,       0.0127,      0.00787,       0.0076,      0.00757,      0.00893,     0.000118
      1084, 20188.927,  0.00125,       0.00010111,       9.6473e-07,         0.010112,       0.0121,      0.00765,      0.00553,      0.00564,      0.00773,     0.000798,       0.00012702,       2.2204e-08,         0.012702,       0.0127,      0.00787,      0.00759,      0.00757,      0.00892,     0.000121
      1085, 20207.544,  0.00125,       0.00010118,       6.6799e-07,         0.010119,       0.0121,      0.00764,      0.00553,      0.00563,      0.00773,     0.000665,       0.00012711,       2.2049e-08,         0.012711,       0.0127,      0.00787,       0.0076,      0.00757,      0.00893,      0.00012
      1086, 20226.098,  0.00125,        0.0001017,       6.1004e-07,         0.010171,       0.0121,      0.00768,      0.00554,      0.00566,      0.00776,     0.000635,       0.00012716,       1.9443e-08,         0.012716,       0.0127,      0.00787,      0.00761,      0.00757,      0.00893,     0.000113
      1087, 20244.656,  0.00125,       0.00010055,       5.9054e-07,         0.010056,       0.0121,      0.00762,      0.00551,      0.00559,       0.0077,     0.000625,       0.00012709,       2.0901e-08,         0.012709,       0.0127,      0.00787,      0.00761,      0.00756,      0.00893,     0.000116
      1088, 20263.222, 0.000625,       9.7886e-05,       3.6652e-07,         0.009789,        0.012,      0.00753,      0.00535,       0.0055,      0.00759,     0.000491,       0.00012692,       2.3827e-08,         0.012692,       0.0127,      0.00786,       0.0076,      0.00756,      0.00892,     0.000121
      1089, 20281.804, 0.000625,       9.7107e-05,       1.2832e-07,        0.0097108,        0.012,       0.0075,       0.0053,      0.00542,      0.00755,     0.000291,       0.00012694,       2.3504e-08,         0.012694,       0.0127,      0.00786,       0.0076,      0.00756,      0.00892,     0.000123
      1090, 20300.413, 0.000625,       9.7832e-05,       3.3282e-07,        0.0097836,        0.012,      0.00753,      0.00536,      0.00545,      0.00758,     0.000468,       0.00012695,       2.4098e-08,         0.012695,       0.0127,      0.00786,       0.0076,      0.00756,      0.00892,     0.000125
      1091, 20318.988, 0.000625,       9.7723e-05,       3.4683e-07,        0.0097726,        0.012,      0.00751,      0.00536,      0.00546,      0.00758,     0.000479,       0.00012688,         2.67e-08,         0.012688,       0.0127,      0.00786,       0.0076,      0.00755,      0.00892,     0.000133
      1092, 20337.557, 0.000625,       9.7398e-05,       3.8324e-07,        0.0097402,        0.012,      0.00751,      0.00537,      0.00542,      0.00757,     0.000504,       0.00012693,       2.2342e-08,         0.012693,       0.0127,      0.00786,       0.0076,      0.00756,      0.00892,     0.000121
      1093, 20356.145, 0.000625,       9.7523e-05,       2.6881e-07,        0.0097526,        0.012,      0.00751,      0.00535,      0.00545,      0.00757,     0.000422,       0.00012689,       2.3861e-08,         0.012689,       0.0127,      0.00786,       0.0076,      0.00756,      0.00892,     0.000123
      1094, 20374.732, 0.000625,        9.786e-05,       2.5345e-07,        0.0097862,        0.012,      0.00754,      0.00536,      0.00543,      0.00758,     0.000409,       0.00012683,       2.5617e-08,         0.012683,       0.0127,      0.00786,       0.0076,      0.00755,      0.00892,     0.000126
      1095, 20393.337, 0.000625,       9.7342e-05,       2.9667e-07,        0.0097345,        0.012,       0.0075,      0.00535,      0.00543,      0.00756,     0.000443,       0.00012676,       2.4435e-08,         0.012676,       0.0127,      0.00786,      0.00759,      0.00755,      0.00892,     0.000123
      1096, 20411.937, 0.000625,       9.8075e-05,       4.4701e-07,         0.009808,        0.012,      0.00753,      0.00538,      0.00551,       0.0076,     0.000544,       0.00012687,       2.4845e-08,         0.012687,       0.0127,      0.00786,      0.00761,      0.00756,      0.00892,     0.000125
      1097, 20430.509, 0.000625,        9.804e-05,       2.6418e-07,        0.0098042,        0.012,      0.00753,      0.00538,      0.00547,      0.00759,     0.000418,       0.00012687,       2.6117e-08,         0.012687,       0.0127,      0.00786,       0.0076,      0.00756,      0.00892,     0.000129
      1098, 20449.089, 0.000625,       9.8567e-05,       4.4771e-07,        0.0098571,        0.012,      0.00756,      0.00537,       0.0055,      0.00761,     0.000545,       0.00012685,        2.184e-08,         0.012685,       0.0127,      0.00785,       0.0076,      0.00756,      0.00892,     0.000122
